Trace1,
Freq,,Amp,,
           136924478,Hz,              -45.25, dBm,
           137136851,Hz,              -67.60, dBm,
           137349224,Hz,              -68.41, dBm,
           137561597,Hz,              -65.77, dBm,
           137773970,Hz,              -63.87, dBm,
           137986343,Hz,              -69.00, dBm,
           138198716,Hz,              -69.84, dBm,
           138411089,Hz,              -64.60, dBm,
           138623462,Hz,              -53.06, dBm,
           138835835,Hz,              -66.97, dBm,
           139048208,Hz,              -64.18, dBm,
           139260581,Hz,              -38.34, dBm,
           139472954,Hz,              -57.47, dBm,
           139685327,Hz,              -56.24, dBm,
           139897700,Hz,              -52.67, dBm,
           140110073,Hz,              -53.49, dBm,
           140322446,Hz,              -49.50, dBm,
           140534819,Hz,              -55.57, dBm,
           140747192,Hz,              -56.14, dBm,
           140959565,Hz,              -59.26, dBm,
           141171938,Hz,              -66.66, dBm,
           141384311,Hz,              -66.15, dBm,
           141596684,Hz,              -65.79, dBm,
           141809057,Hz,              -39.59, dBm,
           142021430,Hz,              -64.35, dBm,
           142233803,Hz,              -66.49, dBm,
           142446176,Hz,              -64.19, dBm,
           142658549,Hz,              -66.71, dBm,
           142870922,Hz,              -48.42, dBm,
